,Id,Review,Date
12,5cd3e7c7a843690a7cd05c67,"If you're looking for a branch of Curry's where customer knowledge and service is non existent then just pop into the Sydenham branch, you won't be disappointed by their general apathy and total lack of knowledge of the products that they sell.Apart from spending your time looking for a salesperson who is actually there to serve you (and that takes some doing) you will then struggle to find anyone that actually has any knowledge of the products that they are selling.Mostly the same products can be found at a branch of John Lewis where the customer service and product knowledge puts the Curry's staff to shame.Of course I can't say for sure that all branches of Curry's are of the same poor standard of the Sydenham branch in South East London but I certainly would look elsewhere for a more professional service and if you must buy from Curry's, choose another branch than Sydenham.",2019-05-09
13,5cd33a5aa843690a7cd02fea,I don't really need to write this i could just post links to hundreds of other customers who are explaining how currys are telling people there items are on the way..then explaining the driver is over his allowed hours or the van he is driving has broken down.This company must have shares in RAC the amount of times they brake down.It is quite obvious that they are using these excuses to myself and all customers to get the extra guaranteed amount out of us which is a lie.I was told the driver was 30mins from my home..then he was unable to fulfill my delivery as he had gone over his allowed driving time.I was told i could expect a delivery Sunday..this is wrong we are being lied to by this company.,2019-05-08
14,5cd3215ea8436908c4152c17,Bought a camera in Nov'18 and 2 months later it developed a fault - a few lines down the side of the screen. Returned it to Currys who sent it 4 days later to the manufacturer. In the 4 days it was in store it somehow developed an internal crack all the way across the screen. The manager said Currys are taking responsibility and now say they are not and that it was like that when I returned it despite nobody noticing it originally. Even the paperwork I have says different. The store say contact Head Office and Head Office say contact the store. Also the details of the sale and all emails cannot be found in their system. This has been ongoing for 3 months and I have had to involve a solicitor to resolve this. I'll never buy from Currys again. BEWARE - if you purchase anything just hope it does not malfunction as they will do everything to get out of it.,2019-05-08
15,5cd306f0a843690a7cd01129,"Ordered a washer/dryer, and paid for delivery on a Wednesday. Wednesday morning comes. I spoke to the delivery driver, and guided him to my house.200 metres away from my house, and six minutes later, he hung up and drove off saying that he couldn’t find my house. This was incredibly frustrating.Called up customer service, and they assured me that the appliance would be delivered between 3pm and 4pm. I called customer service again at 4pm, to be told that the driver was on his way to depot as he had finished his shift.Was offered Sunday delivery, and then Friday delivery.SUNDAY AND FRIDAY ARE NOT WEDNESDAY. It’s unbelievable that someone who was 200 metres away from a house couldn’t find it, despite verbal instructions and even an annotated google maps picture.I need other appliances, but I’ll shop at a competitor who will actually deliver on their promises, and deliver what I purchased.",2019-05-08
16,5cd2cd82a8436908c414f4af,Easy purchase experience in the Exeter branch. TV has arrived today as promised and within the agreed time window. Installation is due to start later today and the installer has been courteous in updating me with his time of arrival. Working in a service led environment it is a pleasure to have service that is accurate and as promised. Thank you so far.,2019-05-08
17,5cd2a99aa8436908c414ddbb,Having worked for these under install4all franchise customer service is diabolical one time eliot came to a job in liverpool gas meter was in the garage after talking rubbish for a bit walked off with a bottle of wine could not believe what I seen left since no respect for people s property.,2019-05-08
18,5cd1eb7ca843690a7ccf9bfa,"Absolutely terrible! For your own sake, don't shop here!Spent an extra £10 to get next day delivery (via DPD), but they cancelled it without telling me. Only reason I found out was from DPD telling me that my delivery had been changed. Currys/PC World were perfectly happy to charge for a service they don't deliver on! Ended up getting my money back for the next day delivery, but we had to ask them to give it back, not the other way around.Very disappointed - don't be fooled by their generally lower prices for stuff. Steer well clear. Trust me, Amazon is bound to be better.",2019-05-07
19,5cd1c2b1a8436908c4148dae,"I bought fitbit versa from the currys store at Westfield whitecity. When I bought they were on the counter ready to sell the product to me. The very next day I had to exchange my watch as the screen was not working. Again after 1 month the button on the side stoped working so I tried to exchange it in Westfield but currys employees not too helpful. The only option i was given is exchange the product but the did not have the product. He said he cannot order it for me but the store will contact me with in 2 weeks when they have stock and gave me their contact details of the store and told me to call after 2 to 3 days. When I called the number I could not place any phone on that number. So I looked up online and contacted the currys team. They said to me that the store had no number so I don't know why I was given a fake number in the first place. They said me to go to store. I could not go to the store so i send a family friend but people in currys said they have no idea and to wait till 2pm. However, my friend had to go work so he returned but they said to him to go tob the store that has stock when u check online. I had the watch for 3 weeks but i received no call from the store from white city westfield. So i went to store in finsbury because online it showes had in stock but they did not have so referred me to go to Oxford street as it showed it had 1 in stock. So when I went there, they said there was no stock and did not bother to check it. If they did not have stock why was I told to go there.They told me the only thing i can do is to order the stock there. Now I still have to wait 2 to 5 days. On top of that they cannot do delivery to my house they said. It will take 1 and half hour by train just to get the watch. So I think it is not worth it but I have no option that to wait for it. They were in hurry to take money when I bought it but now they don't give a dame when I need to exchange it. Not so helpful as they have been sending me different store.",2019-05-07
20,5ccdb05aa8436908c4131dcf,"hello. i purchased a laptop, which turned out to be faulty - it was pretty bad that it took a week to get to me in the first place, but when i returned it, they said it would be two weeks for a replacement. i asked for a refund; apparently that would take a week AFTER they had received the faulty unit back. everything seemed a bit wrong with currry's, and i can't recommend",2019-05-04
21,5ccd88b1a843690564fcc877,Advice - when buying online make sure you take a screen shot. I bought an integrated washer/dryer with money off and extended 5 year guarantee. The extended guarantee was the key factor in my buying decision. Machine arrived but no details of guarantee - after 60 minutes on the phone to 5 different departments they are telling me the guarantee was not offered and can not help in any way. I feel completely robbed and my integrity in question - terrible!,2019-05-04
22,5ccd7adba843690a7ccdfd75,"Considering Currys PC World deal with computers I am amazed at how awful their website is to use. I have attempted to put an item in the ""search"" bar, but despite trying loads of times - it is impossible.I have also tried activating the filter but nothing happens. I used to have no problems with accessing items I was interested in so what on earth have Currys done!!If Currys want people to make the whole experience of finding/buying items from them simple then please, please get them to sort the website out. The way it is working is very, very frustrating. I will try somebody else whose website is much easier to use.",2019-05-04
23,5ccd4a78a8436908c412f6bf,"Put a gun to my head over the cancellation/ E-gift card purchase. So recently a burglary took place at my flat in which a number of items got stolen. A traumatic time for my partner and I. I had the option of Amazon vouchers but instead I opted for the currys/pcworld gift card option because there were a number of desirable replacements that had caught my eye online. I went online and purchased 5 items one evening and thought all was rosy and looking forward to my Sunday delivery. However on the Saturday morning I noticed that one item (Anker sound core speaker) was an inferior model to the one I had previously and more expensive than on Amazon. I called the ""Know how"" team and asked if this part of my order could be cancelled a refund of £49.99 and proceed with the delivery of the rest of the order totalling £1416.99. I was told that the only way I could receive the refund was primarily in E vouchers, despite spending an additional £190 with Currys on my debit card, on top of my £1276 e-gift. I didn't want the speaker back on credit/gift card it was just a simply mistake. Now I have to wait 3-5 working days for the vouchers to come through the post (although despite this advertisement in their cancellation email, over the phone I was told it could take up to 7days). False advertising. So due to Currys/PC worlds contorted refund policy I will now have to wait 1-2 weeks before I can get the items I ordered. I will undoubtedly end up spending less at Currys/PCworld as a result due to the bitter taste this process has left in my mouth. So instead on that additional £190 profit they could have had I will no longer get the bose speaker system I had intended to purchase out of principle. The ""Knowhow"" team/Currys could have provided better customer service during what should be a nice shopping experience after the trauma of a burglary. Also if Currys/PC world were such a stickler for refunding in the manner which it was purchased, then why didn't I get my E-gift voucher in the manner in which I was given it ie back email. I will reconsider buying from elsewhere ie Amazon in the future, less stress. I will also feed the experience back to my home insurance provider in the hope they choose to work with a more professional outfit in the future.",2019-05-04
24,5ccc8ecca8436908c412ccc2,"Didnt like the conduct of the female Assistant in (Parkgate Branch). I really dislike them trying to hard sell additional repair cover products anyway, but to be looked at and spoke to in a way that you’ve done something wrong for not taking it out is discusting and then after saying no, she brought it back up before I left. The Assistant made my purchase uncomfortable and I will shop elsewhere in future.Currys need to look at who they employ and how they train their staff. I had a similar issue with PC world trying to sell Antivirus software and recall feeling uncomfortable then too, so not an isolated caseOnly gets 2 star because the guy who brought the item to my car was ok, but then again, he didnt have to sell anything.",2019-05-03
25,5ccc4bbca843690a7ccd96d1,"Buying an oven hob and extractor was too easyThe man said yes all would fit where ourE xisting appliances are,so delivery day arrives we have paid men to disconnect gas etc and fit 10 mi ns before delivery a call to say the goods are not coming as driver had a problem as a gesture they would fit all 3 the folliwing friday...my husband phoned to check time on thurs...suddenly not possible to deal with our gas hob so after hours of calls etc decided we would get our owm guy to do what was necessary more outlay. On arrival...wrong address so driver lost walks in and says i dont fit extractor only hob and by the way the oven wont fit! Apparantly Samsung are a cm bigger so now we have an oven and extreactor in our lounge waiting for us to arrange fitting. The fitting crew are not employed by Currys and were v lairy and fed up....the whole thibg has been a nightmare i would never use currys again . Totally not trained in showroom or on telephonè. A very poor service.",2019-05-03
26,5ccb8257a8436908c4125a1b,Currys advertised Bushnell waterproof/fogproof binoculars model number bn132105 which I purchased online.when they arrived they were model number bn131225 which are neither water or fogproof.they were immediately returned and the correct ones would be sent out as soon as they received the wrong ones back.the new ones arrived back at the store and I went to pick them up and guess what they were still the wrong type.I was told in store I must have ordered the wrong ones and they refused to look at the receipt with the model number I purchased clearly on it.customer services told me they didnt stock the model they sent twice.falsely advertised a product and breached a contract as I bought and paid for model number bn132105 which they could not supply.paid for with debit card and gift card and got email saying a new card would be sent and it would be 3 to 5 days.when it didnt arrive I contacted customer services and was told to allow 28 days as it was to get posted.no compensation just a full refund which I'm still waiting for.quick to take your money but not so quick to give it back.very quick to change model number on website though.,2019-05-03
27,5ccb2d2ea843690a7ccd2b99,Very bad company don't buy it they are very rude when return or fault product...better buy from Argos...customer service number so busy and no answer very bad company don't buy it THEY have cheap labours ...,2019-05-02
28,5ccb197da843690a04e44930,"Farcical company to deal with. Visit store to purchase a product, but out of stock and instructed to order online. Arrive home, try to order online but item 'Not available for delivery' and is 'Pick up only' – but not at my local store, a store 50 miles away!!Try to phone my local store to discuss the matter and request that product is sent from store-to-store, but all calls are handled by a Sheffield-based call centre where the staff couldn't be any less helpful and will do EVERYTHING in their power to stop you being able to speak to anyone from your local store. I'm rudely informed by one call handler that products cannot be transferred between stores anyway so the store wouldn't want to speak to me. I try again, and a slightly more friendly call handler instructs me that if I visit my local store and place the order there, the product CAN be transferred. So I make another trip my local store, only to be told that is not true. I give up, I have never found it so difficult to spend £300 with a company. I find it obscene that you cannot, without much much difficulty, speak to your local store on the phone. A faceless and soulless company with no interest whatsoever in looking after customers. Good luck.",2019-05-02
29,5ccae974a843690a7cccff9b,"If you want good quality service and reliable delivery times that bring you undamaged goods then I would buy elsewhere next time.Very quick to charge my card and take the money for an oven and a freezer. Promised delivery on the friday and confirmed time slot. They didn't turn up as driver ran out of hours. 1st failed deliveryRescheduled for the Sunday .... once again confirmed by text and they didn't show up plus no call to apologise or explain. 2nd failed deliveryThen informed it takes five days to give you a refund even if you want to cancel an order and buy it from somewhere more reliable. Assured me it would arrive between 7.00 am and 11.00 pm the following Tuesday. Guess what , no show and waited in all day. It finally turned up at 5.15pm and the goods were damaged. 3rd Failed Delivery Slot !!!Curry's own driver said they get it all the time and claimed his vehicle was often overloaded with jobs so there were daily failed delivery's. Offered 15% discount for the damaged oven and after complaining £ 70.00 compensation with the manager assuring me they would phone next day for my BACS details.All I got was more excuses from their customer service centre saying it takes 30 days to do a BACS transfer. When they text and confirm a delivery slot , this is a contract and they breach that contract if they do not turn up. Their customer service centre said that didn't count as they deliver 7 days a week !!!!Compensation for breach of contract and out of pocket expenses as a result of not fulfilling a companies obligations is a consumer right. I will give them 7 days to resolve my legitimate causes for complaint and then issue a claim in the small claims court.Other buyers should be aware and read feedback on any company before placing orders , once they have your money, they do not seem interested in providing a high level of customer services.In my case Know how , just didn't know how",2019-05-02
30,5ccae6f1a8436908c4120a46,"We have just experienced our first so called valet service and all we can say is don’t waste your money it was anything but a service and was certainly NOT a valet and we have large number of pictures to prove it. Let down, told lies and left with a non working fridge drinks dispenser, after a so called valet by a so called knowhow operative, who didn’t knowhow to clean it so didn’t bother to even try, then told us he was going to arrange for an engineer to call and deal with it, but as this was over a week ago and we haven’t heard from Curry’s we must assume just another lie and that hasn’t been arranged either. This misery started Just over a year ago when our fridge/freezer broke and we headed to Curry’s for a replacement. After speaking with some helpful shop staff we decided on an American unit as a good deal was being offered, but after 3 failed delivery attempts one due to rain, yes we were told they couldn’t deliver because it had been raining!!! so we gave up and got a refund. Still needing a fridge/freezer we were drawn back by a deal on a normal Samsung unit. Having explained our previous poor experience to the manager we were assured of delivery first time and our broken unit was taken away as a good will gesture. So far so good and with the new unit we took out a 5 year service plan. We were advised each year the unit would be cleaned and receive an anti bacterial treatment. We mentioned our concerns about the drinks dispenser and previous experience with poor functioning after a period of time and were told all would be sorted as a part of the annual Valet service. When the operative arrived we mentioned that the drinks dispenser was not working properly, to be told sorry I can’t touch that you will need to get an engineer out, “TO CLEAN A DRINKS DISPENSER” we thought you are joking? Well he wasn’t because he never even looked at it let alone clean it, what a waste of time? After less than 20 minutes 10 of which was spent on his phone and speaking to my son and he was gone. We had a look before putting anything back in the fridge/freezer only to discover little to nothing had been cleaned so my son and his partner spent the next hour cleaning it properly before we could refill it. We decided to write and complain about your failure to deliver the level of service suggested by your staff at the time the agreement was made being that the fridge /freezer would be cleaned to a high standard with anti bacterial products and the water dispenser would be checked, cleaned and fully functional on completion. Of which none of the above was true. When deciding to write this review we had no idea of the scale of customer failures Curry’s were responsible for, more than 60% of customers being dissatisfied, beginning to look like Comet and we know what happened there? Take note DSG Retail, no customers no business and it seems you are losing them fast to companies like “AO.com” online. A decent retailer having failed to meet the standards their own contract implies would compensate the customer for the time and trouble in preparing the fridge /freezer for cleaning and offer a full refund of money paid? We will see?",2019-05-02
31,5ccae454a8436908c41208a5,"I have sent a faulty hifi system back it has been delivered by dpd to your Lincoln warehouse at 10.21 today the 2/5/19 I was told by the know how guys the system was faulty and to return. once the item was recieved a refund would be issued ..today however i have been told something completely different. Could you please explain to me why you think hanging on to my money for an extra 5 days is acceptable..i have no product because i was sold a faulty unit..i have now intructed my bank to initiate a visa dispute..your service is truely shocking..please do not message back saying have you spoken to the team because yes i have .Hi Nichola, thanks for the post. So I can trace this matter and look to assist, can you confirm your addressm postcode and the on-line order number? - Jay DGreat - thanks Nichola. The item is currently awaiting processing at our returns office. They need to confirm the fault reported and will then authorise the refund. The monies will then leave us and are then subject to your card issuer's (ie. Visa who you've put the claim in with) 3-5 working day time frame to clear the payment back to your account. My apologies for any frustration but this is standard practice and fully in line with Consumer Rights Act 2015. - Jay DThe fault was confirmed by your team know how guys on Saturday...I was also advised by your team know how guys to contact Panasonic for a replacement remote control as it was under warranty i did this and they were unable to provide one as not in stock snd would take 3-4 weeks .hence sending system back .i offered to return system back to a local store to speed thing up and was told that it wouldn't so just wait for it to be collected..i will let the bank deal with it now ..currys have ruined my daughters birthday . I saved up long and hard for this and am now out of pocket by £299..My apologies again Nicohola, all I can advise is that this is in process. - Jay DThats how currys deal with complaints and refunds. These are all screen grabbed from currys facebook messenger..",2019-05-02
32,5ccac945a8436908c411f800,"Curry's advertise as FREE delivery, however the only postcode to receive free delivery is the sorting office in Hereford. By changing the postcode to HR4 (still within city limits) the cost goes up to £10. This is very misleading to the customer and in my opinion Sharp Practice. Would have given 5* if Curry's had been totally honest about delivery cost.",2019-05-02
33,5ccac0d3a8436909cc80d1c0,"Please don't bother using them, the worst service and customer service I've ever experienced with outright lies. Bought a fridge freezer onlineWe were given a delivery slot of Sunday 14th April 13:40 - 17:40 After hearing nothing, I rang customer services at 17:36 and was informed there were still two deliveries ahead of me and could expect a new time of approx. 18:30 and a phone call when the delivery people were arriving at the job before me After hearing nothing, I attempted to ring at 18:22 with the only contact number I could find, customer services, however this was closed I get a call at 20:03 to be informed the delivery vehicle had apparently broken down so would not be delivering this evening, and we should have already had a call to inform us of this. We could expect to be the first delivery on Monday 15th at approx. 8:30 (although no guarantee or assurance could be given) with the delivery people starting their shift at 7am in Buckinghamshire - I reluctantly agree to this despite knowing this will make me an hour late to work as I don't actually have any other options. I checked the traffic in the morning and it was 'lighter than usual' so expected the driver to arrive between 8am-8:30am After hearing nothing, I call customer services at 8:15 to be told we were actually the second delivery of the day and could expect an arrival at approx. 9:30. I raised the issue of yesterdays agreement we would be the first delivery. The customer services agent double checked with the depot and the excuse was now we were the first delivery however the driver had a delayed start to the day. The delivery team finally arrive at 8:59I make my complaint and mention getting compensation for missing work for the delivery and having a further day without the fridgeI am offered £20 - which is less than 5% of my purchaseI suggest £40 is a more genuine gesture of goodwillThey offer £30On the 17th April I was told it would take 3-5 daysAfter chasing, on the 30th April I was told it would take 5-7 daysThey still haven't contacted me to ask for payment details of where to send the so called gesture of good will so I don't hold much hope for this 5-7 days (I payed with gift cards and PayPal)John Lewis price match, I strongly suggest using them or ANYBODY else instead",2019-05-02
34,5ccaadeaa8436902d439ed43,"Received conflicting advice from team know how have a an expensive oven 13 months old which no longer works. Was told one thing from one member of staff to then be told that’s wrong and that’s not what we offer, rather than agreeing that was wrong but honouring the advice I had received. The gentleman was very rude over the telephone, over talking me, interrupting and stating the other colleague was in the wrong and that’s their problem. Awful customer service was a loyal customer will now be purchasing items elsewhere. Curry’s you need to train your staff better.",2019-05-02
35,5ccaaa04a8436908c411e670,"I reserved a PS4 with fifa 19 online to be picked up from Tottenham court road branch once there I found out that my product is not available and they blamed a system error.The only alternative I have been offered or to go another branch 50 minutes away, very disappoint experience .",2019-05-02
36,5ccaa46ca8436908c411e34e,"Two Tv's delivered 2 days ago, one absolutely fine, the other came in a completely water damaged box which we noticed yesterday. Called customer services today who refused to give me an exchange because i hadn't tested the TV and couldn't confirm that the TV itself was damaged (although the box was flaking where it was so wet and it is an electrical product) - i therefore don't care if the TV Currently works, what is going to stop it working because of this in 6 months time....?? Asked to speak to a manager and got refused, then was questioned as to basically how i could prove it was damaged during shipping (as if i would water damage a brand new TV that i haven't taken out of the box yet!!) Refused an exchange but granted a refund... probably because the TV has now gone up in price....Absolutely disgusting customer service. Will never be using Currys again.",2019-05-02
37,5cca9995a8436908c411de9c,"UPDATE......After being informed by Team KnowHow that my washer wouldn't be fixed on 1st May as Bosch had contacted them to inform them the part was not ready. I was advised (not be Team KnowHow) to contact Bosch direct. I rang yesterday morning, I was informed there was plenty of stock and for next day delivery you could pay £13 extra, or normal delivery within a few days. £172 incl vat and delivery. SO HOW COME I HAVE TO NOW WAIT UNTIL 7th MAY FOR THIS TO BE RESOLVED???",2019-05-02
38,5cca0093a8436908c411bd4e,"Good Service throughout. The Store is nicely displayed, helpful staff and the delivery people were very polite and helpful. Thanks",2019-05-01
39,5cc9a2c6a843690a7ccc790d,"I attempted to exchange a tablet as it was not up to the speed standards that I was informed it had at point of sale, futhermore the bluetooth connection was very poor and unreliable. I was even prepared to pay more for an improved item. Your staff checked this and, what a surprise, found no fault. The item was only a week old and ***** was back on the case moving the goal posts saying that even though the item had been returned within the timescale he still would not do anything as the item had been used. The item HAD to be used to find out it was not as sold and secondly faulty. Wayne became quite rude, calling a ""a liar"" and that I was ""WRONG"". At any point during this exchange I was nothing more than assertive, I told Wayne that he was out of order speaking to me that way he did and yet he persisted. I politely asked him to remove himself from the conversation as he wasn't helping. In turn he then threatened to have me removed from the store. ANGRY does not cover it. I made a point of telling *****I would be taking this matter further and he just said quite smuggly that he was just working within company policy. So he believes company policy is to threaten customers when they aren't happy with the service he is providing? The man is a disgrace to your company and to customer service as a whole.I work in a busy NHS payroll department and if we spoke to any colleague or employee in that manner, no matter what the circumstances, we would be taken down a disciplinary route for gross misconduct with dismissal likely. No customer should ever be threatened by a sales team member.Updated review to correct subject",2019-05-01
40,5cc9948ba8436905e4210d3c,"DO NOT USE CURRYS INSTALLATION SERVICE!! More like TEAM NO NO, than Team Know How!!ordered a Flavel range cooker and paid extra for Currys connection and installation. We later noticed that the oven doors were slightly out of line so phoned Currys to ask if they could adjust them for us. They told us to phone the manufacturer, which we did, and the manufacturer sent out an engineer.Engineer told us that the whole cooker frame is twisted due to a bad installation, the legs were tightened so hard that the frame has bowed and twisted. The enamel is also chipped where the door has rubbed it. It cannot be repaired.Currys don’t want to know, they won’t do anything to help and I have wasted time and money. I WILL NEVER, EVER USE CURRYS AGAIN. They are great when they take your money but if anything goes wrong they will not help you. BE WARNED!",2019-05-01
41,5cc95a88a843690a7ccc5021,"Currys seemed to have mangled goods and awful customer service. I wish I had gone to John Lewis in the first place, and recommend you do too. The review below shows our ongoing saga. Nearly 1 week in, 2 days off work, and 2 faulty dishwashers later and we are at an impasse. They delivered a damaged dishwasher. The knowhow helpline offered either 10% off or a new delivery which would mean another day off work, with no compensation at all. I asked them to offer free installation as we have had to take the time to try and fit the faulty goods, but they refused. Absolutely fuming. Never use Currys. John Lewis have excellent customer service.Update 1: We installed the faulty dishwasher and it flooded our brand new kitchen. We eventually managed to talk to a helpful advisor called Owen who arranged for a replacement and complementary installation. All seemed good...Update 2: However, the replacement is also damaged. After 40 minutes on the phone and talking to 6 different people, we were told they could not help us and we had to go into store (despite the knowhow team arranging the previous replacement...). We went into store and spoke to someone who then could not get through the depot to arrange a second exchange. So, we are now in a situation where we have a second faulty dishwasher sitting in the middle of our kitchen and no way forward. DO NOT USE CURRYS.",2019-05-07
42,5cc959e6a843690a7ccc4fc5,"The worst company, regarding delivery, Please don't lose you time and energy buying something with them.The worst custemer service. Guys you are so bad.....",2019-05-01
43,5cc88f46a843690a7ccc154d,"Bought a top end AEG Washing Machine from Currys. Paid £45 for removal of old machine and installing of new machine. All not done as old is integrated and new is not. Apparently you are required to tell this on the website, except there is no question asking this. Confirmation email also make no mention at all of this. Last purchase I make from Currys, there are simply so many other retailers to choose from. Call centre completely disinterested. Avoid these guys!",2019-04-30
